Transfers of major conventional arms from All countries  to All countries . Deals with deliveries made for the year range '1950' to '1991' 
A '?' in a column indicates uncertain data. The 'Number delivered' and the 'Year(s) of deliveries' refer only to deliveries in the selected year(s).
An empty field for 'Number ordered' indicates that data is not yet available.
SIPRI trend-indicator values (TIVs) are in millions.
An empty field for 'SIPRI TIV for total order' indicates that data (on the number ordered and/or the TIV per unit) is not available.
A '0' for 'SIPRI TIV of delivered weapons' indicates that the volume of deliveries is between 0 and 0.5 million SIPRI TIV; and an empty field indicates that no deliveries have been identified.
Figures may not add up to stated totals due to the conventions of rounding.
For the method used for the SIPRI TIV and explanations of the conventions; abbreviations and acronyms see <https://www.sipri.org/databases/armstransfers/sources-and-methods>.

Source: SIPRI Arms Transfers Database (c) SIPRI.
Data generated: 24 Dec 2025 8:08:58 AM
SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
822,United Kingdom,India,Sea Harrier-1,fighter aircraft,Aircraft,1979,No,5,No,1984,No,New,20,20,100,No
4588,Soviet Union,India,P-15 radar,air-search radar,Sensors,1962,Yes,5,Yes,1964,No,New,4.5,4.5,22.5,No
4588,Soviet Union,India,P-15 radar,air-search radar,Sensors,1962,Yes,5,Yes,1965,Yes,New,4.5,4.5,22.5,No
15299,France,India,SS-11,anti-tank missile,Missiles,1972,No,500,Yes,1983,No,New,0.01,0.01,5,Yes
15299,France,India,SS-11,anti-tank missile,Missiles,1972,No,500,Yes,1974,No,New,0.01,0.01,5,Yes
15299,France,India,SS-11,anti-tank missile,Missiles,1972,No,750,Yes,1975,No,New,0.01,0.01,7.5,Yes
15299,France,India,SS-11,anti-tank missile,Missiles,1972,No,750,Yes,1980,No,New,0.01,0.01,7.5,Yes
15299,France,India,SS-11,anti-tank missile,Missiles,1972,No,750,Yes,1976,No,New,0.01,0.01,7.5,Yes
15299,France,India,SS-11,anti-tank missile,Missiles,1972,No,750,Yes,1977,No,New,0.01,0.01,7.5,Yes
15299,France,India,SS-11,anti-tank missile,Missiles,1972,No,750,Yes,1978,No,New,0.01,0.01,7.5,Yes
15299,France,India,SS-11,anti-tank missile,Missiles,1972,No,750,Yes,1979,No,New,0.01,0.01,7.5,Yes
15299,France,India,SS-11,anti-tank missile,Missiles,1972,No,750,Yes,1981,No,New,0.01,0.01,7.5,Yes
15299,France,India,SS-11,anti-tank missile,Missiles,1972,No,750,Yes,1982,No,New,0.01,0.01,7.5,Yes
15385,United Kingdom,India,Tigercat SAMS,SAM system,Air-defence systems,1971,No,13,Yes,1972,Yes,New,0.1,0.1,1.3,No
15385,United Kingdom,India,Tigercat SAMS,SAM system,Air-defence systems,1971,No,13,Yes,1974,Yes,New,0.1,0.1,1.3,No
15385,United Kingdom,India,Tigercat SAMS,SAM system,Air-defence systems,1971,No,14,Yes,1973,Yes,New,0.1,0.1,1.4,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,100,Yes,1972,Yes,New,0.07,0.07,7,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1973,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1974,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1975,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1976,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1977,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1978,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1979,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1980,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1981,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1982,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1983,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,150,Yes,1984,Yes,New,0.07,0.07,10.5,No
25036,Soviet Union,India,K-13M,short-range air-to-air missile,Missiles,1971,Yes,100,Yes,1985,Yes,New,0.07,0.07,7,No
3613,Soviet Union,India,P-12,air-search radar,Sensors,1962,Yes,5,Yes,1965,Yes,New,4.5,4.5,22.5,No
3613,Soviet Union,India,P-12,air-search radar,Sensors,1962,Yes,5,Yes,1964,No,New,4.5,4.5,22.5,No
4747,Soviet Union,India,R-23,short-range air-to-air missile,Missiles,1983,Yes,75,Yes,1984,Yes,New,0.12,0.12,9,No
4747,Soviet Union,India,R-23,short-range air-to-air missile,Missiles,1983,Yes,75,Yes,1983,Yes,New,0.12,0.12,9,No
4029,United Kingdom,India,Sea Eagle,anti-ship missile,Missiles,1983,No,10,Yes,1986,Yes,New,1,1,10,No
4029,United Kingdom,India,Sea Eagle,anti-ship missile,Missiles,1983,No,75,Yes,1987,No,New,1,1,75,No
4029,United Kingdom,India,Sea Eagle,anti-ship missile,Missiles,1983,No,75,Yes,1988,No,New,1,1,75,No
14522,Soviet Union,India,S-75 Dvina,SAM system,Air-defence systems,1962,No,4,Yes,1965,Yes,New,17.87,17.87,71.48,No
14522,Soviet Union,India,S-75 Dvina,SAM system,Air-defence systems,1962,No,3,Yes,1964,No,New,17.87,17.87,53.61,No
14522,Soviet Union,India,S-75 Dvina,SAM system,Air-defence systems,1962,No,3,Yes,1963,No,New,17.87,17.87,53.61,No
14522,Soviet Union,India,S-75 Dvina,SAM system,Air-defence systems,1962,No,4,Yes,1966,No,New,17.87,17.87,71.48,No
14522,Soviet Union,India,S-75 Dvina,SAM system,Air-defence systems,1962,No,3,Yes,1967,No,New,17.87,17.87,53.61,No
5256,France,India,AS-30,air-to-surface missile,Missiles,1966,Yes,50,Yes,1968,No,New,0.15,0.15,7.5,No
8737,Soviet Union,India,MiG-21PFM,fighter aircraft,Aircraft,1971,No,50,Yes,1972,No,New,10,10,500,No
8039,Soviet Union,India,V-750,SAM,Missiles,1967,Yes,50,Yes,1969,Yes,New,0.12,0.12,6,No
8039,Soviet Union,India,V-750,SAM,Missiles,1967,Yes,50,Yes,1970,Yes,New,0.12,0.12,6,No
8039,Soviet Union,India,V-750,SAM,Missiles,1967,Yes,50,Yes,1971,Yes,New,0.12,0.12,6,No
8039,Soviet Union,India,V-750,SAM,Missiles,1967,Yes,50,Yes,1972,No,New,0.12,0.12,6,No
4332,Soviet Union,India,9M33,SAM,Missiles,1978,Yes,20,Yes,1983,Yes,New,0.1,0.1,2,No
4332,Soviet Union,India,9M33,SAM,Missiles,1978,Yes,15,Yes,1985,Yes,New,0.1,0.1,1.5,No
4332,Soviet Union,India,9M33,SAM,Missiles,1978,Yes,15,Yes,1986,Yes,New,0.1,0.1,1.5,No
4332,Soviet Union,India,9M33,SAM,Missiles,1978,Yes,15,Yes,1987,Yes,New,0.1,0.1,1.5,No
4332,Soviet Union,India,9M33,SAM,Missiles,1978,Yes,20,Yes,1984,Yes,New,0.1,0.1,2,No
4332,Soviet Union,India,9M33,SAM,Missiles,1978,Yes,15,Yes,1988,Yes,New,0.1,0.1,1.5,No
16072,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,Yes,26,Yes,1965,No,New,9.75,9.75,253.5,Yes
16072,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,Yes,26,Yes,1966,No,New,9.75,9.75,253.5,Yes
16072,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,Yes,26,Yes,1967,No,New,9.75,9.75,253.5,Yes
16072,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,Yes,26,Yes,1968,No,New,9.75,9.75,253.5,Yes
16072,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,Yes,26,Yes,1969,No,New,9.75,9.75,253.5,Yes
16072,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,Yes,27,Yes,1970,No,New,9.75,9.75,263.25,Yes
16072,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,Yes,27,Yes,1971,No,New,9.75,9.75,263.25,Yes
16072,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,Yes,27,Yes,1972,No,New,9.75,9.75,263.25,Yes
16072,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,Yes,25,Yes,1973,No,New,9.75,9.75,243.75,Yes
16072,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,Yes,20,Yes,1964,No,New,9.75,9.75,195,Yes
4583,France,India,R-550-2,short-range air-to-air missile,Missiles,1984,Yes,50,Yes,1989,Yes,New,0.11,0.11,5.5,No
4583,France,India,R-550-2,short-range air-to-air missile,Missiles,1984,Yes,50,Yes,1990,Yes,New,0.11,0.11,5.5,No
4583,France,India,R-550-2,short-range air-to-air missile,Missiles,1984,Yes,50,Yes,1991,Yes,New,0.11,0.11,5.5,No
4583,France,India,R-550-2,short-range air-to-air missile,Missiles,1984,Yes,50,Yes,1985,Yes,New,0.11,0.11,5.5,No
4583,France,India,R-550-2,short-range air-to-air missile,Missiles,1984,Yes,50,Yes,1986,Yes,New,0.11,0.11,5.5,No
4583,France,India,R-550-2,short-range air-to-air missile,Missiles,1984,Yes,50,Yes,1987,Yes,New,0.11,0.11,5.5,No
4583,France,India,R-550-2,short-range air-to-air missile,Missiles,1984,Yes,50,Yes,1988,Yes,New,0.11,0.11,5.5,No
30925,France,India,Agave,combat aircraft radar,Sensors,1982,Yes,2,Yes,1988,Yes,New,1.5,1.5,3,No
30925,France,India,Agave,combat aircraft radar,Sensors,1982,Yes,1,Yes,1989,Yes,New,1.5,1.5,1.5,No
30925,France,India,Agave,combat aircraft radar,Sensors,1982,Yes,1,Yes,1990,Yes,New,1.5,1.5,1.5,No
30925,France,India,Agave,combat aircraft radar,Sensors,1982,Yes,1,Yes,1991,Yes,New,1.5,1.5,1.5,No
30925,France,India,Agave,combat aircraft radar,Sensors,1982,Yes,1,Yes,1986,No,New,1.5,1.5,1.5,No
30925,France,India,Agave,combat aircraft radar,Sensors,1982,Yes,1,Yes,1987,No,New,1.5,1.5,1.5,No
4416,Soviet Union,India,Osa SAMS,mobile SAM system,Air-defence systems,1982,Yes,16,Yes,1984,Yes,New,10,10,160,No
4416,Soviet Union,India,Osa SAMS,mobile SAM system,Air-defence systems,1982,Yes,16,Yes,1985,Yes,New,10,10,160,No
4416,Soviet Union,India,Osa SAMS,mobile SAM system,Air-defence systems,1982,Yes,16,Yes,1986,Yes,New,10,10,160,No
4416,Soviet Union,India,Osa SAMS,mobile SAM system,Air-defence systems,1982,Yes,16,Yes,1987,Yes,New,10,10,160,No
4416,Soviet Union,India,Osa SAMS,mobile SAM system,Air-defence systems,1982,Yes,16,Yes,1988,Yes,New,10,10,160,No
4416,Soviet Union,India,Osa SAMS,mobile SAM system,Air-defence systems,1982,Yes,10,Yes,1989,Yes,New,10,10,100,No
4416,Soviet Union,India,Osa SAMS,mobile SAM system,Air-defence systems,1982,Yes,10,Yes,1990,No,New,10,10,100,No
3440,France,India,Super-530D,long-range air-to-air missile,Missiles,1984,No,50,Yes,1987,Yes,New,0.16,0.16,8,No
3440,France,India,Super-530D,long-range air-to-air missile,Missiles,1984,No,75,Yes,1989,Yes,New,0.16,0.16,12,No
3440,France,India,Super-530D,long-range air-to-air missile,Missiles,1984,No,75,Yes,1988,Yes,New,0.16,0.16,12,No
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,15,Yes,1964,No,New,0.9,0.9,13.5,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,8,Yes,1968,No,New,0.9,0.9,7.2,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,8,Yes,1969,No,New,0.9,0.9,7.2,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,9,Yes,1970,No,New,0.9,0.9,8.1,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,10,Yes,1971,No,New,0.9,0.9,9,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,11,Yes,1972,No,New,0.9,0.9,9.9,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,12,Yes,1973,No,New,0.9,0.9,10.8,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,14,Yes,1974,No,New,0.9,0.9,12.6,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,14,Yes,1975,No,New,0.9,0.9,12.6,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,14,Yes,1976,No,New,0.9,0.9,12.6,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,14,Yes,1977,No,New,0.9,0.9,12.6,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,14,Yes,1978,No,New,0.9,0.9,12.6,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,14,Yes,1979,No,New,0.9,0.9,12.6,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,12,Yes,1980,No,New,0.9,0.9,10.8,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,12,Yes,1981,No,New,0.9,0.9,10.8,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,11,Yes,1982,No,New,0.9,0.9,9.9,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,11,Yes,1983,No,New,0.9,0.9,9.9,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,11,Yes,1984,No,New,0.9,0.9,9.9,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,11,Yes,1985,No,New,0.9,0.9,9.9,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,10,Yes,1986,No,New,0.9,0.9,9,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,10,Yes,1987,No,New,0.9,0.9,9,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,7,Yes,1988,No,New,0.9,0.9,6.3,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,5,Yes,1989,No,New,0.9,0.9,4.5,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,3,Yes,1990,No,New,0.9,0.9,2.7,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,3,Yes,1991,No,New,0.9,0.9,2.7,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,15,Yes,1965,No,New,0.9,0.9,13.5,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,10,Yes,1967,No,New,0.9,0.9,9,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,5,Yes,1963,No,New,0.9,0.9,4.5,Yes
1916,France,India,SA-316 Alouette-3,light helicopter,Aircraft,1962,No,10,Yes,1966,No,New,0.9,0.9,9,Yes
18460,France,India,AS-30L,air-to-surface missile,Missiles,1984,Yes,50,Yes,1986,Yes,New,0.2,0.2,10,No
18460,France,India,AS-30L,air-to-surface missile,Missiles,1984,Yes,50,Yes,1987,Yes,New,0.2,0.2,10,No
18460,France,India,AS-30L,air-to-surface missile,Missiles,1984,Yes,50,Yes,1988,Yes,New,0.2,0.2,10,No
18460,France,India,AS-30L,air-to-surface missile,Missiles,1984,Yes,50,Yes,1989,Yes,New,0.2,0.2,10,No
21448,United Kingdom,India,Commando AC,transport helicopter,Aircraft,1984,Yes,3,Yes,1987,No,New,6.75,6.75,20.25,No
21448,United Kingdom,India,Commando AC,transport helicopter,Aircraft,1984,Yes,3,Yes,1988,No,New,6.75,6.75,20.25,No
4874,Germany,India,Do-228,light transport aircraft,Aircraft,1983,No,2,No,1987,No,New,2.2,2.2,4.4,Yes
4874,Germany,India,Do-228,light transport aircraft,Aircraft,1983,No,4,Yes,1988,No,New,2.2,2.2,8.8,Yes
4874,Germany,India,Do-228,light transport aircraft,Aircraft,1983,No,5,Yes,1989,No,New,2.2,2.2,11,Yes
4874,Germany,India,Do-228,light transport aircraft,Aircraft,1983,No,5,Yes,1990,No,New,2.2,2.2,11,Yes
4874,Germany,India,Do-228,light transport aircraft,Aircraft,1983,No,5,Yes,1991,No,New,2.2,2.2,11,Yes
8042,United States,India,M-4 Sherman,tank,Armoured vehicles,1951,Yes,200,Yes,1952,No,Second hand,0.84,0.34,67.2,No
219,Soviet Union,India,IL-38,anti-submarine aircraft,Aircraft,1975,No,3,No,1977,No,Second hand,30,12,36,No
59209,Soviet Union,India,IL-38,anti-submarine aircraft,Aircraft,1981,No,2,No,1983,No,Second hand,30,12,24,No
5264,United Kingdom,India,Ferret,armoured reconnaissance vehicle,Armoured vehicles,1955,Yes,25,Yes,1956,Yes,New,0.12,0.12,3,No
5264,United Kingdom,India,Ferret,armoured reconnaissance vehicle,Armoured vehicles,1955,Yes,25,Yes,1957,Yes,New,0.12,0.12,3,No
1180,United Kingdom,India,Jaguar-S,FGA aircraft,Aircraft,1979,No,8,Yes,1986,Yes,New,13,13,104,Yes
1180,United Kingdom,India,Jaguar-S,FGA aircraft,Aircraft,1979,No,8,Yes,1987,Yes,New,13,13,104,Yes
1180,United Kingdom,India,Jaguar-S,FGA aircraft,Aircraft,1979,No,20,Yes,1981,No,New,13,13,260,Yes
1180,United Kingdom,India,Jaguar-S,FGA aircraft,Aircraft,1979,No,25,Yes,1982,No,New,13,13,325,Yes
1180,United Kingdom,India,Jaguar-S,FGA aircraft,Aircraft,1979,No,8,Yes,1983,No,New,13,13,104,Yes
1180,United Kingdom,India,Jaguar-S,FGA aircraft,Aircraft,1979,No,8,Yes,1984,No,New,13,13,104,Yes
1180,United Kingdom,India,Jaguar-S,FGA aircraft,Aircraft,1979,No,8,Yes,1985,No,New,13,13,104,Yes
20270,Soviet Union,India,Igla-1,portable SAM,Missiles,1990,Yes,1250,Yes,1990,No,New,0.07,0.07,87.5,No
20270,Soviet Union,India,Igla-1,portable SAM,Missiles,1990,Yes,1250,Yes,1991,No,New,0.07,0.07,87.5,No
54175,Soviet Union,India,RD-33 (8900),turbofan,Engines,1986,No,10,Yes,1989,No,New,2.2,2.2,22,No
54175,Soviet Union,India,RD-33 (8900),turbofan,Engines,1986,No,9,Yes,1986,No,New,2.2,2.2,19.8,No
54175,Soviet Union,India,RD-33 (8900),turbofan,Engines,1986,No,10,Yes,1987,No,New,2.2,2.2,22,No
54175,Soviet Union,India,RD-33 (8900),turbofan,Engines,1986,No,10,Yes,1988,No,New,2.2,2.2,22,No
54175,Soviet Union,India,RD-33 (8900),turbofan,Engines,1986,No,9,Yes,1990,No,New,2.2,2.2,19.8,No
5589,United Kingdom,India,Nene (2300),turbojet,Engines,1953,No,71,No,1953,No,New,0.5,0.5,35.5,No
5589,United Kingdom,India,Nene (2300),turbojet,Engines,1953,No,33,Yes,1954,No,New,0.5,0.5,16.5,No
58578,United Kingdom,India,Viper (1200),turbojet,Engines,1964,Yes,25,Yes,1969,No,New,0.4,0.4,10,No
58578,United Kingdom,India,Viper (1200),turbojet,Engines,1964,Yes,25,Yes,1970,No,New,0.4,0.4,10,No
58578,United Kingdom,India,Viper (1200),turbojet,Engines,1964,Yes,25,Yes,1975,Yes,New,0.4,0.4,10,No
58578,United Kingdom,India,Viper (1200),turbojet,Engines,1964,Yes,25,Yes,1974,Yes,New,0.4,0.4,10,No
58578,United Kingdom,India,Viper (1200),turbojet,Engines,1964,Yes,25,Yes,1971,No,New,0.4,0.4,10,No
58578,United Kingdom,India,Viper (1200),turbojet,Engines,1964,Yes,25,Yes,1973,No,New,0.4,0.4,10,No
58578,United Kingdom,India,Viper (1200),turbojet,Engines,1964,Yes,25,Yes,1972,No,New,0.4,0.4,10,No
58578,United Kingdom,India,Viper (1200),turbojet,Engines,1964,Yes,15,Yes,1968,No,New,0.4,0.4,6,No
58677,Italy,India,Shakti,tanker,Ships,1953,No,1,No,1954,No,Second hand,10,4,4,No
58579,United Kingdom,India,Orpheus,turbojet,Engines,1980,Yes,10,Yes,1985,No,New,0.7,0.7,7,No
58579,United Kingdom,India,Orpheus,turbojet,Engines,1980,Yes,10,Yes,1989,No,New,0.7,0.7,7,No
58579,United Kingdom,India,Orpheus,turbojet,Engines,1980,Yes,14,Yes,1986,No,New,0.7,0.7,9.8,No
58579,United Kingdom,India,Orpheus,turbojet,Engines,1980,Yes,14,Yes,1987,No,New,0.7,0.7,9.8,No
58579,United Kingdom,India,Orpheus,turbojet,Engines,1980,Yes,13,Yes,1988,No,New,0.7,0.7,9.1,No
5318,United States,India,T-6 Texan,trainer aircraft,Aircraft,1955,Yes,30,Yes,1956,No,Second hand,0.25,0.1,3,No
5323,United States,India,S-55,helicopter,Aircraft,1952,Yes,6,No,1954,No,New,1.2,1.2,7.2,No
22062,Soviet Union,India,MiG-21PF,fighter aircraft,Aircraft,1962,No,2,No,1964,No,New,9.75,9.75,19.5,No
18462,Soviet Union,India,Project-670A,nuclear submarine,Ships,1985,Yes,1,No,1988,No,Second hand,500,200,200,No
2454,United Kingdom,India,Jaguar-S,FGA aircraft,Aircraft,1979,No,18,No,1979,No,Second hand,13,5.2,93.6,No
15971,Soviet Union,India,Project-1241,missile boat,Ships,1987,No,2,No,1987,No,New,70,70,140,Yes
15971,Soviet Union,India,Project-1241,missile boat,Ships,1987,No,1,No,1988,No,New,70,70,70,Yes
15971,Soviet Union,India,Project-1241,missile boat,Ships,1987,No,1,No,1989,No,New,70,70,70,Yes
15971,Soviet Union,India,Project-1241,missile boat,Ships,1987,No,1,No,1990,No,New,70,70,70,Yes
15971,Soviet Union,India,Project-1241,missile boat,Ships,1987,No,1,No,1991,No,New,70,70,70,Yes
23974,Japan,India,Jija Bai,patrol boat,Ships,1981,No,2,No,1983,No,New,8.5,8.5,17,Yes
23974,Japan,India,Jija Bai,patrol boat,Ships,1981,No,2,No,1984,No,New,8.5,8.5,17,Yes
23974,Japan,India,Jija Bai,patrol boat,Ships,1981,No,3,No,1985,No,New,8.5,8.5,25.5,Yes
23186,Soviet Union,India,5N69 Salute,air-search radar,Sensors,1988,Yes,1,Yes,1989,Yes,New,7,7,7,No
23187,Soviet Union,India,S-200,SAM,Missiles,1988,Yes,40,Yes,1989,Yes,New,0.5,0.5,20,No
23188,Soviet Union,India,S-200 Angara,SAM system,Air-defence systems,1988,Yes,2,Yes,1989,Yes,New,35,35,70,No
228,France,India,SA-315,light helicopter,Aircraft,1971,No,7,Yes,1977,No,New,0.75,0.75,5.25,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,10,Yes,1978,No,New,0.75,0.75,7.5,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,12,Yes,1979,No,New,0.75,0.75,9,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,15,Yes,1980,No,New,0.75,0.75,11.25,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,15,Yes,1981,No,New,0.75,0.75,11.25,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,15,Yes,1982,No,New,0.75,0.75,11.25,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,15,Yes,1983,No,New,0.75,0.75,11.25,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,15,Yes,1984,No,New,0.75,0.75,11.25,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,15,Yes,1985,No,New,0.75,0.75,11.25,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,12,Yes,1986,No,New,0.75,0.75,9,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,12,Yes,1987,No,New,0.75,0.75,9,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,10,Yes,1988,No,New,0.75,0.75,7.5,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,10,Yes,1989,No,New,0.75,0.75,7.5,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,7,Yes,1990,No,New,0.75,0.75,5.25,Yes
228,France,India,SA-315,light helicopter,Aircraft,1971,No,5,Yes,1991,No,New,0.75,0.75,3.75,Yes
4585,United Kingdom,India,Ham,minesweeper,Ships,1966,Yes,1,No,1968,No,New,6,6,6,Yes
4585,United Kingdom,India,Ham,minesweeper,Ships,1966,Yes,1,No,1970,No,New,6,6,6,Yes
2715,Germany,India,Type-209-1500,submarine,Ships,1981,No,2,No,1986,No,New,200,200,400,Yes
4744,Soviet Union,India,BMP-2,infantry fighting vehicle,Armoured vehicles,1984,No,30,Yes,1987,No,New,0.9,0.9,27,Yes
4744,Soviet Union,India,BMP-2,infantry fighting vehicle,Armoured vehicles,1984,No,140,Yes,1988,No,New,0.9,0.9,126,Yes
4744,Soviet Union,India,BMP-2,infantry fighting vehicle,Armoured vehicles,1984,No,180,Yes,1989,No,New,0.9,0.9,162,Yes
4744,Soviet Union,India,BMP-2,infantry fighting vehicle,Armoured vehicles,1984,No,200,Yes,1990,No,New,0.9,0.9,180,Yes
4744,Soviet Union,India,BMP-2,infantry fighting vehicle,Armoured vehicles,1984,No,150,Yes,1991,No,New,0.9,0.9,135,Yes
19418,Netherlands,India,Flycatcher,air-search/fire-control radar,Sensors,1987,Yes,2,Yes,1988,No,New,5,5,10,Yes
19418,Netherlands,India,Flycatcher,air-search/fire-control radar,Sensors,1987,Yes,30,Yes,1989,No,New,5,5,150,Yes
19418,Netherlands,India,Flycatcher,air-search/fire-control radar,Sensors,1987,Yes,30,Yes,1990,No,New,5,5,150,Yes
19418,Netherlands,India,Flycatcher,air-search/fire-control radar,Sensors,1987,Yes,25,Yes,1991,No,New,5,5,125,Yes
5270,United Kingdom,India,Vampire FB-5,fighter aircraft,Aircraft,1950,No,4,Yes,1952,Yes,New,3,3,12,Yes
5270,United Kingdom,India,Vampire FB-5,fighter aircraft,Aircraft,1950,No,5,Yes,1950,No,New,3,3,15,Yes
5270,United Kingdom,India,Vampire FB-5,fighter aircraft,Aircraft,1950,No,77,Yes,1951,No,New,3,3,231,Yes
5270,United Kingdom,India,Vampire FB-5,fighter aircraft,Aircraft,1950,No,26,Yes,1953,No,New,3,3,78,Yes
5270,United Kingdom,India,Vampire FB-5,fighter aircraft,Aircraft,1950,No,30,Yes,1954,No,New,3,3,90,Yes
5270,United Kingdom,India,Vampire FB-5,fighter aircraft,Aircraft,1950,No,40,Yes,1955,No,New,3,3,120,Yes
5270,United Kingdom,India,Vampire FB-5,fighter aircraft,Aircraft,1950,No,40,Yes,1956,No,New,3,3,120,Yes
5270,United Kingdom,India,Vampire FB-5,fighter aircraft,Aircraft,1950,No,40,Yes,1957,No,New,3,3,120,Yes
5270,United Kingdom,India,Vampire FB-5,fighter aircraft,Aircraft,1950,No,36,Yes,1958,No,New,3,3,108,Yes
5270,United Kingdom,India,Vampire FB-5,fighter aircraft,Aircraft,1950,No,35,Yes,1959,No,New,3,3,105,Yes
